batch_size,epoch,learning_time,loss,accuracy
10,10,104.1145966053009,0.477124959230423,0.930400013923645
10,20,207.17224049568176,0.6876192092895508,0.9315999746322632
10,30,321.3260073661804,0.6969811916351318,0.9240999817848206
20,10,51.62825560569763,0.3367331027984619,0.9452000260353088
20,20,105.69708847999573,0.39529263973236084,0.9429000020027161
20,30,156.76858258247375,0.481476753950119,0.9381999969482422
30,10,36.652435302734375,0.28117799758911133,0.9521999955177307
30,20,74.90226626396179,0.33871519565582275,0.9467999935150146
30,30,109.33015608787537,0.45299315452575684,0.9483000040054321
40,10,28.052282571792603,0.2652685046195984,0.9409999847412109
40,20,55.40897464752197,0.30849704146385193,0.9557999968528748
40,30,83.01781272888184,0.5283533930778503,0.9521999955177307
50,10,23.16619634628296,0.21634526550769806,0.9557999968528748
50,20,44.70516586303711,0.2965840995311737,0.9564999938011169
50,30,66.92121720314026,0.40497925877571106,0.9495000243186951
60,10,19.151395320892334,0.2229459434747696,0.9598000049591064
60,20,37.52263855934143,0.2879325747489929,0.9588000178337097
60,30,57.03046131134033,0.32230278849601746,0.9589999914169312
70,10,16.72507357597351,0.24293528497219086,0.9539999961853027
70,20,33.600955963134766,0.2982032597064972,0.953499972820282
70,30,51.58270478248596,0.33150896430015564,0.9613000154495239
80,10,14.080934286117554,0.27500542998313904,0.9552000164985657
80,20,28.938127517700195,0.24964091181755066,0.9599999785423279
80,30,42.905231952667236,0.3385808765888214,0.9617000222206116
90,10,13.874058723449707,0.24434953927993774,0.9520999789237976
90,20,26.797316312789917,0.2982410788536072,0.9575999975204468
90,30,40.52281975746155,0.40001150965690613,0.9602000117301941
100,10,11.860602140426636,0.25541794300079346,0.9538999795913696
100,20,23.12798500061035,0.2815365791320801,0.9606000185012817
100,30,34.10602807998657,0.3459741175174713,0.9643999934196472
