batch_size,epoch,learning_time,loss,accuracy
10,10,73.19416427612305,0.4895034730434418,0.919700026512146
10,20,142.8557653427124,0.6785663366317749,0.9204000234603882
10,30,209.60622358322144,0.6689552664756775,0.9192000031471252
10,40,277.2967116832733,0.7777294516563416,0.9230999946594238
10,50,345.97856879234314,1.0324183702468872,0.9347000122070312
10,60,412.518892288208,1.4157493114471436,0.9297999739646912
10,70,643.0083830356598,1.2827342748641968,0.9318000078201294
10,80,1031.2207276821136,1.7812886238098145,0.9388999938964844
10,90,1142.328815460205,2.0976107120513916,0.9283999800682068
10,100,1304.297119140625,1.5283913612365723,0.9175999760627747
20,10,63.5745906829834,0.3028049170970917,0.9387999773025513
20,20,121.68270063400269,0.3695409297943115,0.9424999952316284
20,30,193.58587908744812,0.570245623588562,0.9420999884605408
20,40,253.45277500152588,0.6694220900535583,0.944599986076355
20,50,322.6133499145508,0.6082645654678345,0.9466000199317932
20,60,367.8796184062958,0.8668859601020813,0.9448000192642212
20,70,438.1280736923218,1.0464248657226562,0.9441999793052673
20,80,507.28037452697754,1.407776117324829,0.9401999711990356
20,90,578.7457046508789,1.5031042098999023,0.9510999917984009
20,100,653.415257692337,1.4817415475845337,0.9437999725341797
30,10,43.4763765335083,0.2756686806678772,0.942799985408783
30,20,86.62193131446838,0.3450019359588623,0.9514999985694885
30,30,132.1668930053711,0.421415239572525,0.9487000107765198
30,40,181.36995220184326,0.6051104664802551,0.9484999775886536
30,50,222.8895308971405,0.6079844236373901,0.9535999894142151
30,60,262.2451798915863,0.8302199244499207,0.9514999985694885
30,70,303.8931360244751,0.8174249529838562,0.9523000121116638
30,80,354.51604747772217,1.1645832061767578,0.9519000053405762
30,90,400.6887676715851,0.9355145692825317,0.951200008392334
30,100,430.6535942554474,1.4425678253173828,0.9523000121116638
40,10,34.08233189582825,0.26289552450180054,0.946399986743927
40,20,66.61184549331665,0.3322145640850067,0.9517999887466431
40,30,101.86418294906616,0.48463764786720276,0.9505000114440918
40,40,138.82338094711304,0.5406392812728882,0.9542999863624573
40,50,171.05399823188782,0.7123028635978699,0.9562000036239624
40,60,203.02231073379517,0.797551691532135,0.954200029373169
40,70,238.86866927146912,0.9049625992774963,0.9563000202178955
40,80,273.7911994457245,1.0792515277862549,0.9564999938011169
40,90,308.50158619880676,1.1633620262145996,0.9544000029563904
40,100,336.1614077091217,1.0886250734329224,0.9555000066757202
50,10,27.295079946517944,0.23291447758674622,0.9520999789237976
50,20,54.47636008262634,0.3324207663536072,0.9546999931335449
50,30,84.01279044151306,0.3815777599811554,0.9564999938011169
50,40,107.72259998321533,0.5404035449028015,0.9505000114440918
50,50,132.76597428321838,0.47044122219085693,0.9573000073432922
50,60,162.77450013160706,0.7272740006446838,0.9478999972343445
50,70,195.79070472717285,0.8599452376365662,0.961899995803833
50,80,213.6873755455017,0.784241259098053,0.9560999870300293
50,90,247.752197265625,0.958517849445343,0.9607999920845032
50,100,277.4574010372162,0.9009090662002563,0.9605000019073486
60,10,23.370344877243042,0.23148168623447418,0.9559000134468079
60,20,45.89864754676819,0.2776074707508087,0.954200029373169
60,30,68.62192940711975,0.35309815406799316,0.9591000080108643
60,40,91.93872785568237,0.5725116729736328,0.9553999900817871
60,50,114.86088299751282,0.5243805050849915,0.9603999853134155
60,60,140.30252385139465,0.6376875042915344,0.9559999704360962
60,70,159.86954808235168,0.6047093868255615,0.9606999754905701
60,80,183.36742639541626,0.9013678431510925,0.9629999995231628
60,90,206.07776927947998,1.0548324584960938,0.9605000019073486
60,100,226.59110975265503,1.127849817276001,0.95660001039505
70,10,20.27530288696289,0.26345589756965637,0.9456999897956848
70,20,40.31544327735901,0.2690081298351288,0.9563000202178955
70,30,61.81992793083191,0.3888469338417053,0.9580000042915344
70,40,81.80707693099976,0.4303668439388275,0.9609000086784363
70,50,101.91132044792175,0.47566044330596924,0.9585000276565552
70,60,122.64356851577759,0.6234441995620728,0.954800009727478
70,70,136.84514927864075,0.8777718544006348,0.9611999988555908
70,80,156.6943805217743,0.8067876100540161,0.9621000289916992
70,90,180.7930986881256,1.0310590267181396,0.9573000073432922
