batch_size,epoch,learning_time,loss,accuracy
70,100,203.14988231658936,0.9510318636894226,0.9621999859809875
80,10,18.353309869766235,0.26656973361968994,0.9519000053405762
80,20,35.62386202812195,0.30233466625213623,0.9544000029563904
80,30,51.6342134475708,0.3337819278240204,0.9606999754905701
80,40,71.727135181427,0.4403689503669739,0.960099995136261
80,50,87.9533224105835,0.48264598846435547,0.9591000080108643
80,60,104.811274766922,0.6223462820053101,0.963100016117096
80,70,123.63785099983215,0.808280348777771,0.9578999876976013
80,80,137.73850417137146,0.8103908896446228,0.961899995803833
80,90,155.18645334243774,0.9293857216835022,0.9617000222206116
80,100,173.71301460266113,1.0499892234802246,0.9625999927520752
90,10,15.530412197113037,0.24383243918418884,0.9509000182151794
90,20,32.76401424407959,0.30251702666282654,0.9592999815940857
90,30,47.56272339820862,0.39160406589508057,0.960099995136261
90,40,65.17787766456604,0.41710609197616577,0.9570000171661377
90,50,77.8552188873291,0.5436301827430725,0.9663000106811523
90,60,93.13417148590088,0.7835479974746704,0.9621000289916992
90,70,109.79453611373901,0.8402925729751587,0.9664000272750854
90,80,127.29236483573914,1.004319667816162,0.965499997138977
90,90,139.91298055648804,0.9011924862861633,0.9613000154495239
90,100,161.2983422279358,0.8609476685523987,0.9639999866485596
100,10,13.733996152877808,0.24137158691883087,0.9577000141143799
100,20,29.092321395874023,0.2632068693637848,0.9569000005722046
100,30,44.00116467475891,0.36974644660949707,0.9613000154495239
100,40,56.50620985031128,0.48626187443733215,0.9611999988555908
100,50,71.20670223236084,0.45387426018714905,0.9628999829292297
100,60,83.04308581352234,0.6729012131690979,0.9693999886512756
100,70,99.62062287330627,0.7954720854759216,0.9624000191688538
100,80,112.109055519104,0.7763548493385315,0.9661999940872192
100,90,128.19125771522522,1.1987900733947754,0.9638000130653381
100,100,142.3923397064209,1.0001413822174072,0.9646999835968018
